model_code,name,manufacturer,category_code,source_refs
M-3CA18C0ABD,Zebra TC26BK-11A222-A6,,PDT,Audit 2026 device/Data store/Audit/A001.xlsx#A001!row=14 | Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=14 | Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7 | Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=16 | Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=14 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=16 | Audit 2026 device/Data store/Audit/VA08.xlsx#VA08!row=10 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=17 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=22 | Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=15 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=22 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=16 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=16 | Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=17
M-E1FE6E4D6E,Ipad Air 13-inch(M3),,BACKEND,Audit 2026 device/Data store/Audit/A001.xlsx#A001!row=15 | Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=13 | Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=15
M-C716B96A9A,PDT Printer Star SM-L200-UB40,,PDT,Audit 2026 device/Data store/Audit/A001.xlsx#A001!row=16 | Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=8 | Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=17 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=18 | Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=15 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=17 | Audit 2026 device/Data store/Audit/VA08.xlsx#VA08!row=11 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=18 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=23 | Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=16 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=17 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=17 | Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=18
M-5D3B848B56,Desktop HP PRO MINI 400 G9,,POS,Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=2 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=2 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=2 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=8
M-6C874DB6B9,Wifi UBIQUITI UniFi,,NET,Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=9 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=15 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=20 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=16 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=15 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=14 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=27 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=11 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=11
M-ECEE1E3A15,Fortigate-40F,,NET,Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=10 | Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=9 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=11 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=21 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=8 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=10 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=11 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=23 | Audit 2026 device/Data store/Audit/VN19.xlsx#VN19!row=8
M-15204634F4,Ruijie RG-EW1200G Pro,,NET,Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=11 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=20
M-21E65D4CEE,Hp laserjet 107a,,BACKEND,Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=12
M-582F976207,Zebra TC26BK,,PDT,Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=14 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=17 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=12 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=19 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=15 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=12 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=12 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=24 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=10 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=10 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=11 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=27
M-8F37E7C9A1,Star-SM-L200-UB40,,PDT,Audit 2026 device/Data store/Audit/A002.xlsx#A002!row=15
M-179027EACA,HP Prodesk 400 G7,,POS,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=2 | Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=2 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=2 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=2 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=2 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=3
M-90AB8F8668,Maken 410,,POS,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=5 | Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=15 | Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=5 | Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=5 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=5 | Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=4 | Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=5 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=5 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=7 | Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=5 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=6 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=4 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=5 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=4 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=5 | Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=5
M-8359CEDB8A,Pole Display LD220-HP,,POS,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=6
M-66AC3BDEB6,Zebex Z-3100 Magic C,,POS,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=7
M-0509F825CA,Monitor HP V19,,POS,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=8 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=7 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=8 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=9 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=10 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=11
M-659A0372E9,UniFi U7 Lite,,NET,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=11
M-86DBA21F9C,Canon LBP 2900,,BACKEND,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=13 | Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=13 | Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=13 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=13 | Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=9 | Audit 2026 device/Data store/Audit/VA08.xlsx#VA08!row=9 | Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=13 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=14 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=19 | Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=13 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=8 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=10 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=12 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=13 | Audit 2026 device/Data store/Audit/VN19.xlsx#VN19!row=9 | Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=14 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=24
M-B9A38D5EC4,Zebra ZQ210,,PDT,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=16 | Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=12 | Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=15 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=18 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=23 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=14 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=15
M-AF0FB2078E,Switch Ubiquiti UniFi Switch 24 PoE (USW-24-PoE),,NET,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=3 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=4
M-7147363B65,Unibiti UAP nanohd wifi,,NET,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=5 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=6 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=7 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=8
M-BE5E8A0E77,SIM DATA,,NET,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=6 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=12 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=12 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=12 | Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=12
M-01B48088F2,Samsung Galaxy Tab S10 FE 5G 8GB 128GB,,BACKEND,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=9 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=15 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=15
M-705B0BA418,"Máy in mã vạch Postek IQ200, 203dpi -Bluetooth",,BACKEND,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=10
M-CFD20E85A4,Máy tính trạm Dell Precision 3680 Tower,,POS,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=11 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=16
M-523DDF9C2A,"Monitor HP 19,5 inch - widescreen (hdmi port)",,POS,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=12 | Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=12
M-BDF190445A,Pole Display,,POS,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=16 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=24 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=25
M-B87E31774F,Scanner Wireless DS2278,,POS,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=17 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=26 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=27
M-DA9914F8CA,"Printer Cashier - Thermal Star printer MCP31L, USB",,BACKEND,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=18 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=28
M-47245AD750,HP EngageGo10 Mobile tablet (i5 8Gb with scanner),,BACKEND,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=20 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=31
M-16DEC98C69,mPOS Printer Star SM­T300i2-DB50,,BACKEND,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=21 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=32
M-2D200ACCF1,Fortigate FG-60F - 3 Year UTP license,,NET,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=22 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=33
M-EECBA061D0,Dock zebra,,BACKEND,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=23
M-521E06FADD,HP Pro Mini 400 G9 - Intel Core i5 12500T/ (8GB x2) DDR4 3200/ SSD 512GB,,POS,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=2 | Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=2 | Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=2 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=2 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=2 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=2
M-744A821E88,Monitor HP V20,,POS,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=8 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=8 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=9 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=15 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=12 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=8 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=7 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=8
M-6EF0B7C827,Wifi UBIQUITI UniFi Swiss Army Knife (UK-Ultra),,NET,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=11 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=11 | Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=11 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=11 | Audit 2026 device/Data store/Audit/VA08.xlsx#VA08!row=7 | Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=11 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=11 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=17 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=11 | Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=11 | Audit 2026 device/Data store/Audit/VH03.xlsx#VH03 SKECHERS AEON HAI PHONG!row=18 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=11 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=11 | Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=11
M-F7755C45DD,Lenovo tab M8,,BACKEND,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=14 | Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=10 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=14 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=13 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=20 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=10 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=14
M-EE56F707EE,"Postek IQ200, 203dpi -Bluetooth",,BACKEND,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=15 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=16 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=15 | Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=11 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=16 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=21 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=16 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=11 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=15 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=15 | Audit 2026 device/Data store/Audit/VN28.xlsx#VN28!row=16
M-800A456DE2,Cash Drawer Maken MK-410,,POS,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=5 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=6 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=12 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=13 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=14
M-C87CF724DF,Pole Display Brich DSP-V9,,POS,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=6 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=6 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=5
M-0335461D6F,Scanner Datalogic QW2100,,POS,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=7 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=3 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=3 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=10 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=11 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=7 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=15 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=16 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=4 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=4 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=4 | Audit 2026 device/Data store/Audit/VN19.xlsx#VN19!row=5 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=11 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=12
M-802FE3D739,Bill Printer Epson TM-82III,,BACKEND,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=9 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=4 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=3 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=3 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=8 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=17 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=18 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=9 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=10
M-C35CE66F95,A4 Printer Canon LBP 2900,,BACKEND,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=14 | Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=7 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=2 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=4 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=6 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=19 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=3 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=13
M-4AA0266924,Laptop latitude 3520,,POS,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=2
M-CE4031F51A,Scanner Datalogic QW21000,,POS,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=5
M-00AA7EECF1,Bill Printer Epson TM82III,,BACKEND,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=6 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=13 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=5
M-5BD12329B1,USB Hub Orico 4 port,,BACKEND,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=7 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=18 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=10
M-90A7C731F1,Network Switch Mercusys 8 port,,NET,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=8
M-127F3DD54B,Canon LBP 3300,,BACKEND,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=10
M-9CE1E6AD64,Dell OptiPlex 3090 Micro - Intel Core i5 12500T/ (8GB x2) DDR4 3200/ SSD 512GB,,POS,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=2
M-0FDAAF7FF1,Samsung Galaxy Tab S6 Lite,,BACKEND,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=14
M-487ACA8093,Unifi UAP U7 Lite,,NET,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=13
M-32AFCDC6CA,Zebra TC27,,PDT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=14 | Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=14 | Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=17 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=9 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=10 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=11 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=12 | Audit 2026 device/Data store/Audit/VO04.xlsx#VO04 FOOT LOCKER AEON THANH KHE!row=13
M-5100694110,Laptop HP ProBook 440 14 inch G9 Notebook PC,,POS,Audit 2026 device/Data store/Audit/VA08.xlsx#VA08!row=2
M-030D3AB85F,Other Lioa Power Socket,,BACKEND,Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=8
M-A91278B872,Network Switch Cisco CBS110-16T-EU,,NET,Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=10 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=8
M-E4C940D925,Postek printer,,BACKEND,Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=13 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=13 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=14 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=26 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=25 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=15 | Asset management/Warehouse/Geodis device.xlsx#Sheet1!row=16
M-462230A72A,Printer Star SM-L200-UB40,,PDT,Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=14 | Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=22 | Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=17 | Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=18 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=13 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=28 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=13 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=12 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=42 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=43 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=44 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=45 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=46 | Audit 2026 device/Data store/Audit/VO02.xlsx#VO02!row=47
M-AAC6DA06E6,Bill Printer Epson TM-T82III,,BACKEND,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=4 | Audit 2026 device/Data store/Audit/VN19.xlsx#VN19!row=7
M-8312374DC3,Other Electric socket (LIOA 6 Slots 3m),,OFF,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=5
M-4BB721102E,Monitor HP HP V20 (with mount kit),,POS,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=6
M-FF37A256CF,Pole Display Birch DSP-V9,,POS,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=7 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=15 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=16
M-219A7A832E,USB Hub Orico,,BACKEND,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=9
M-E99D25C57D,Desktop HP PRO MINI 400G6,,POS,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=10 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=2 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=2 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=2 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=3 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=4 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=5
M-427B7A810B,Other Lioa Power Supply,,BACKEND,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=14 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=6
M-BEE0AAC906,Pole Display DSP V9,,POS,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=16 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=8
M-D5ED065579,Network Switch Cisco CBS110-16TEU,,NET,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=17 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=9 | Audit 2026 device/Data store/Audit/VN27.xlsx#VN27!row=19
M-1566EC3FFD,HP 194V,,POS,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=2
M-4990EF9994,Hub usb orico,,BACKEND,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=6
