asset_key,asset_code,asset_id,serial_number,name,category_code,model_code,location_code,intended_location_code,department_code,employee_id,status,raw_qty,unit_index,notes,source_kind,source_refs,needs_review,source_store_code
OBS:BFBBB52104,DATA-707C10F6B855,,,PDT,PDT,M-3CA18C0ABD,V003,,,,IN_USE,5,2,Source quantity 5; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,true,V003
OBS:4B8209B328,DATA-37A7F93D13A7,,,PDT,PDT,M-3CA18C0ABD,V003,,,,IN_USE,5,3,Source quantity 5; unit 3,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,true,V003
OBS:C1E271B0E6,DATA-C1B64A911D57,,,PDT,PDT,M-3CA18C0ABD,V003,,,,IN_USE,5,4,Source quantity 5; unit 4,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,true,V003
OBS:94D4689282,DATA-E53AA3ABADCB,,,PDT,PDT,M-3CA18C0ABD,V003,,,,IN_USE,5,5,Source quantity 5; unit 5,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,true,V003
SN:25341230523005322530022102301146,SN-25341230523005322530022102301146,,25341230523005322530022102301146,PDT printer,PDT,M-C716B96A9A,V003,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=8,false,V003
OBS:63FED7548B,DATA-E00C279EE73A,,,PDT printer,PDT,M-C716B96A9A,V003,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=8,true,V003
SN:356160461428445,SN-356160461428445,,356160461428445,Tablet for o2o,BACKEND,M-01B48088F2,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=9,false,V003
SN:I1624C0004,SN-I1624C0004,,I1624C0004,Printer for o2o,BACKEND,M-705B0BA418,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=10,false,V003
SN:91DR874,SN-91DR874,,91DR874,PC Workstation,POS,M-CFD20E85A4,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=11,false,V003
SN:3CQ3240J7T3CQ23206621CR82307C4,SN-3CQ3240J7T3CQ23206621CR82307C4,,3CQ3240J7T3CQ23206621CR82307C4,Monitor,POS,M-523DDF9C2A,V003,,,,IN_USE,3,1,Source quantity 3; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=12,false,V003
OBS:46FE9DC26B,DATA-DFDF1400A536,,,Monitor,POS,M-523DDF9C2A,V003,,,,IN_USE,3,2,Source quantity 3; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=12,true,V003
OBS:93D8FF155C,DATA-DC03A14F2A13,,,Monitor,POS,M-523DDF9C2A,V003,,,,IN_USE,3,3,Source quantity 3; unit 3,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=12,true,V003
OBS:EBA546346C,DATA-2E8D3171C7A0,,,Keyboard,POS,M-763A1D1E90,V003,,,,IN_USE,3,1,Source quantity 3; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=13,true,V003
OBS:0EC63D6202,DATA-84D3B78F601A,,,Keyboard,POS,M-763A1D1E90,V003,,,,IN_USE,3,2,Source quantity 3; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=13,true,V003
OBS:55260DE4E4,DATA-C8F60336380A,,,Keyboard,POS,M-763A1D1E90,V003,,,,IN_USE,3,3,Source quantity 3; unit 3,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=13,true,V003
OBS:A9A22EEF7A,DATA-D4F17A7B3D09,,,Mouse,POS,M-C4141157CB,V003,,,,IN_USE,3,1,Source quantity 3; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=14,true,V003
OBS:3B406E52C3,DATA-CE6CD7519774,,,Mouse,POS,M-C4141157CB,V003,,,,IN_USE,3,2,Source quantity 3; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=14,true,V003
OBS:98151954EF,DATA-35F19E3751F0,,,Mouse,POS,M-C4141157CB,V003,,,,IN_USE,3,3,Source quantity 3; unit 3,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=14,true,V003
SN:MK410221102176MK410221102399,SN-MK410221102176MK410221102399,,MK410221102176MK410221102399,Cash Drawer,POS,M-90AB8F8668,V003,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=15,false,V003
OBS:EEEE67C11D,DATA-B866D0ED96A3,,,Cash Drawer,POS,M-90AB8F8668,V003,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=15,true,V003
SN:2TD311NAFS2TD3311NAFQ,SN-2TD311NAFS2TD3311NAFQ,,2TD311NAFS2TD3311NAFQ,Pole Display,POS,M-BDF190445A,V003,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=16,false,V003
OBS:0C175DC24E,DATA-AC2022F961A5,,,Pole Display,POS,M-BDF190445A,V003,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=16,true,V003
SN:S24019523702434SCANS24017523702131DOCKSCANS24020523701951SCANS24016523701462DOCKSCAN,SN-S24019523702434SCANS24017523702131DOCKSCANS24020523701951SCANS24016523701462DOCKSCAN,,S24019523702434SCANS24017523702131DOCKSCANS24020523701951SCANS24016523701462DOCKSCAN,Scanner,POS,M-B87E31774F,V003,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=17,false,V003
OBS:4545EA137F,DATA-01C3AFBF6D42,,,Scanner,POS,M-B87E31774F,V003,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=17,true,V003
SN:25300221023011402534123052300530,SN-25300221023011402534123052300530,,25300221023011402534123052300530,Bill printer,BACKEND,M-DA9914F8CA,V003,,,,IN_USE,2,1,Source quantity 2; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=18,false,V003
OBS:C300F0E286,DATA-F8BE90038B12,,,Bill printer,BACKEND,M-DA9914F8CA,V003,,,,IN_USE,2,2,Source quantity 2; unit 2,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=18,true,V003
SN:CNB2Q9TRM8,SN-CNB2Q9TRM8,,CNB2Q9TRM8,A4 Printer,BACKEND,M-D1FAD0A5C2,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=19,false,V003
SN:5CG3350NKD,SN-5CG3350NKD,,5CG3350NKD,Mpos,BACKEND,M-47245AD750,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=20,false,V003
SN:2560023022000020,SN-2560023022000020,,2560023022000020,Printer for Mpos,BACKEND,M-16DEC98C69,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=21,false,V003
SN:FGT60FTK23084659,SN-FGT60FTK23084659,,FGT60FTK23084659,Firewall,NET,M-2D200ACCF1,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=22,false,V003
SN:S23069523701506,SN-S23069523701506,,S23069523701506,Dock zebra,BACKEND,M-EECBA061D0,V003,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=23,false,V003
SN:8CC3190ZZK,SN-8CC3190ZZK,,8CC3190ZZK,Mini Pc,POS,M-521E06FADD,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=2 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=2,false,VA01
OBS:7AA234F871,DATA-432BA719F113,,,Keyboard,POS,M-763A1D1E90,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=3,true,VA01
OBS:1B59FBD0E4,DATA-2BDD6E043D6E,,,Mouse,POS,M-C4141157CB,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=4,true,VA01
SN:MK410221102375,SN-MK410221102375,,MK410221102375,Cash Drawer,POS,M-90AB8F8668,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=5 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=5 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=5,true,VA01
SN:D190928010059,SN-D190928010059,,D190928010059,Pole Display,POS,M-F1D669CAC8,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=6 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=6 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=6,true,VA01
SN:G23C76633,SN-G23C76633,,G23C76633,Scanning gun,POS,M-CD90B4BBAE,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=7 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=7 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=7,true,VA01
SN:3CQ23207GZ,SN-3CQ23207GZ,,3CQ23207GZ,Monitor,POS,M-744A821E88,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=8 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=8,true,VA01
SN:X7B9027872,SN-X7B9027872,,X7B9027872,Bill Printer,BACKEND,M-A44B40D714,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=9 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=9 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=9,true,VA01
SN:PSZ27111C9M,SN-PSZ27111C9M,,PSZ27111C9M,"Switch (Internal Switch-POS, TF, Wifi)",NET,M-7359091762,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=10,false,VA01
SN:9C05D67987ED,SN-9C05D67987ED,,9C05D67987ED,Access Point,NET,M-6EF0B7C827,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=11,false,VA01
SN:FGT40FTK24013312,SN-FGT40FTK24013312,,FGT40FTK24013312,Firewall,NET,M-1D807E3F07,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=12,false,VA01
SN:NMYA846446,SN-NMYA846446,,NMYA846446,Printer,BACKEND,M-86DBA21F9C,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=13 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=14 | Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=13,true,VA01
SN:862854053049828,SN-862854053049828,,862854053049828,Tablet (O2O),BACKEND,M-F7755C45DD,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=14,false,VA01
SN:I1623H0004,SN-I1623H0004,,I1623H0004,Printer (O2O),BACKEND,M-EE56F707EE,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=15,false,VA01
SN:24164523022661,SN-24164523022661,,24164523022661,PDT,PDT,M-3CA18C0ABD,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=16 | Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=17,false,VA01
SN:2530022102300548,SN-2530022102300548,,2530022102300548,PDT's Printer,PDT,M-C716B96A9A,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=17,false,VA01
SN:KWC29190Y1C,SN-KWC29190Y1C,,KWC29190Y1C,"Switch (Internal Switch-POS, TF, Wifi)",NET,M-7359091762,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=10 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=10,true,VA01
SN:9C05D67658B6,SN-9C05D67658B6,,9C05D67658B6,Access Point,NET,M-6EF0B7C827,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=11 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=11,true,VA01
OBS:9052D7C58E,DATA-B3F005521368,,,Sim Data (O2O),NET,M-BE5E8A0E77,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=12,true,VA01
SN:FGT40FTK24086985,SN-FGT40FTK24086985,,FGT40FTK24086985,Firewall,NET,M-1D807E3F07,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=13 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=13 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=12,true,VA01
SN:I1623F0001,SN-I1623F0001,,I1623F0001,Printer (O2O),BACKEND,M-EE56F707EE,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=16 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=16,true,VA01
SN:2530022102300950,SN-2530022102300950,,2530022102300950,PDT's Printer,PDT,M-C716B96A9A,VA01,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=18 | Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=18,true,VA01
SN:8CC2452WZJ,SN-8CC2452WZJ,,8CC2452WZJ,Mini Pc,POS,M-521E06FADD,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=2,false,VA03
OBS:A6BC0F17F8,DATA-FB92E1B079A8,,,Keyboard,POS,M-763A1D1E90,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=3,true,VA03
OBS:68826B5C68,DATA-A15127B1B6C5,,,Mouse,POS,M-C4141157CB,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=4,true,VA03
SN:MK410221102387,SN-MK410221102387,,MK410221102387,Cash Drawer,POS,M-90AB8F8668,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=5,false,VA03
SN:ALCD20110003,SN-ALCD20110003,,ALCD20110003,Pole Display,POS,M-F1D669CAC8,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=6 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=5,true,VA03
SN:G20I34943,SN-G20I34943,,G20I34943,Scanning gun,POS,M-CD90B4BBAE,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=7 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=4,true,VA03
SN:1CR82307DL,SN-1CR82307DL,,1CR82307DL,Monitor,POS,M-1EBD026F66,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=8,false,VA03
SN:TCEY007587,SN-TCEY007587,,TCEY007587,Bill Printer,BACKEND,M-A44B40D714,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=9,false,VA03
SN:PSZ26391WEW,SN-PSZ26391WEW,,PSZ26391WEW,"Switch (Internal Switch-POS, TF, Wifi)",NET,M-7359091762,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=10,false,VA03
SN:9C05D67985DB,SN-9C05D67985DB,,9C05D67985DB,Access Point,NET,M-6EF0B7C827,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=11,false,VA03
SN:FGT40FTK24013962,SN-FGT40FTK24013962,,FGT40FTK24013962,Firewall,NET,M-1D807E3F07,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=12,false,VA03
SN:NMYA467017,SN-NMYA467017,,NMYA467017,Printer,BACKEND,M-86DBA21F9C,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=13,false,VA03
SN:24164523022789,SN-24164523022789,,24164523022789,PDT,PDT,M-3CA18C0ABD,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=14,false,VA03
SN:2530022102300551,SN-2530022102300551,,2530022102300551,PDT's Printer,PDT,M-C716B96A9A,VA03,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=15,false,VA03
OBS:BAF8FAED50,DATA-B0CCB9410731,,,Keyboard,POS,M-763A1D1E90,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=3,true,VA04
OBS:8F42313869,DATA-7D5FC1928F5D,,,Mouse,POS,M-C4141157CB,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=4,true,VA04
SN:G18C39498,SN-G18C39498,,G18C39498,Scanner,POS,M-CE4031F51A,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=5,false,VA04
SN:X7B9022768,SN-X7B9022768,,X7B9022768,Bill Printer,BACKEND,M-00AA7EECF1,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=6,false,VA04
OBS:2E76A39368,DATA-7D8CC1D52AAC,,,USB Hub,BACKEND,M-5BD12329B1,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=7,true,VA04
SN:22172W5002241,SN-22172W5002241,,22172W5002241,Network Switch,NET,M-90A7C731F1,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=8,false,VA04
SN:FGT40FTK24008605,SN-FGT40FTK24008605,,FGT40FTK24008605,Firewall,NET,M-ECEE1E3A15,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=9,false,VA04
SN:LQHA364224,SN-LQHA364224,,LQHA364224,Printer,BACKEND,M-127F3DD54B,VA04,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=10,false,VA04
SN:DHC4LQ3,SN-DHC4LQ3,,DHC4LQ3,Mini Pc,POS,M-9CE1E6AD64,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=2 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=4,true,VA05
OBS:17DAEAAE8D,DATA-E075B24FA350,,,Keyboard,POS,M-763A1D1E90,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=3,true,VA05
OBS:FF4A1ED420,DATA-27704EB82DED,,,Mouse,POS,M-C4141157CB,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=4,true,VA05
SN:PSZ2717X8F,SN-PSZ2717X8F,,PSZ2717X8F,"Switch (Internal Switch-POS, TF, Wifi)",NET,M-7359091762,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=10,false,VA05
SN:9C05D67986B5,SN-9C05D67986B5,,9C05D67986B5,Access Point,NET,M-6EF0B7C827,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=11,false,VA05
SN:FGT40FTK24012852,SN-FGT40FTK24012852,,FGT40FTK24012852,Firewall,NET,M-1D807E3F07,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=12,false,VA05
SN:352294624027655,SN-352294624027655,,352294624027655,Tablet (O2O),BACKEND,M-0FDAAF7FF1,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=14,false,VA05
SN:I1622C0001,SN-I1622C0001,,I1622C0001,Printer (O2O),BACKEND,M-EE56F707EE,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=15,false,VA05
SN:24163523021407,SN-24163523021407,,24163523021407,PDT,PDT,M-3CA18C0ABD,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=16,false,VA05
SN:2534123052300530,SN-2534123052300530,,2534123052300530,PDT's Printer,PDT,M-C716B96A9A,VA05,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=17,false,VA05
SN:5CD250F9PY,SN-5CD250F9PY,,5CD250F9PY,Mini Pc,POS,M-521E06FADD,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=2,false,VA06
OBS:7BD37D447E,DATA-80C5CCEE7942,,,Mouse,POS,M-C4141157CB,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=3,true,VA06
SN:MK410221101761,SN-MK410221101761,,MK410221101761,Cash Drawer,POS,M-90AB8F8668,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=4,false,VA06
SN:G22F27193,SN-G22F27193,,G22F27193,Scanning gun,POS,M-CD90B4BBAE,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=5,false,VA06
SN:X7B9022769,SN-X7B9022769,,X7B9022769,Bill Printer,BACKEND,M-A44B40D714,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=6,false,VA06
SN:22253D8008245,SN-22253D8008245,,22253D8008245,MERCUSYS,NET,M-7359091762,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=7,false,VA06
SN:FGT40FTK24009146,SN-FGT40FTK24009146,,FGT40FTK24009146,Firewall,NET,M-1D807E3F07,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=8,false,VA06
SN:NMYA785124,SN-NMYA785124,,NMYA785124,Printer,BACKEND,M-86DBA21F9C,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=9,false,VA06
SN:862854053047574,SN-862854053047574,,862854053047574,Tablet (O2O),BACKEND,M-F7755C45DD,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=10,false,VA06
SN:I1623H0001,SN-I1623H0001,,I1623H0001,Printer (O2O),BACKEND,M-EE56F707EE,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=11,false,VA06
SN:XXZTN261200002,SN-XXZTN261200002,,XXZTN261200002,PDT Printer,PDT,M-B9A38D5EC4,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=12,false,VA06
SN:9041B204E93D,SN-9041B204E93D,,9041B204E93D,Access Point,NET,M-487ACA8093,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=13,false,VA06
SN:S26023524700822,SN-S26023524700822,,S26023524700822,PDT,PDT,M-32AFCDC6CA,VA06,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=14,false,VA06
SN:5CD2409YYT,SN-5CD2409YYT,,5CD2409YYT,Laptop,POS,M-5100694110,VA08,,,,IN_USE,1,1,Source quantity 1; unit 1,STORE_AUDIT,Audit 2026 device/Data store/Audit/VA08.xlsx#VA08!row=2,false,VA08
